id,query,answer,choices,gold,label_type
headlines25430,"Look for indications that the price of gold is increasing. In the news headline, can you identify a FuturePrice pertaining to gold? Your response should be Yes or No.
Text: vedanta acquires sterlite gold of canada for rs 285 cr
Answer:",No,"[Yes, No]",1,""
headlines25431,"Look for indications that the price of gold is increasing. In the news headline, can you identify a PastNews pertaining to gold? Your response should be Yes or No.
Text: vedanta acquires sterlite gold of canada for rs 285 cr
Answer:",Yes,"[Yes, No]",0,""
headlines25432,"Look for indications that the price of gold is increasing. In the news headline, can you identify a FutureNews pertaining to gold? Your response should be Yes or No.
Text: vedanta acquires sterlite gold of canada for rs 285 cr
Answer:",No,"[Yes, No]",1,""
headlines25433,"Look for indications that the price of gold is increasing. In the news headline, can you identify a Asset Comparision pertaining to gold? Your response should be Yes or No.
Text: vedanta acquires sterlite gold of canada for rs 285 cr
Answer:",No,"[Yes, No]",1,""
headlines25434,"Look for any references to future events concerning gold. In the context of gold, is there a Price or Not implied in the news headline? Respond with Yes or No.
Text: amex gold bugs index down 6.6% for the week
Answer:",Yes,"[Yes, No]",0,""
headlines25435,"Look for any references to future events concerning gold. In the context of gold, is there a Direction Up implied in the news headline? Respond with Yes or No.
Text: amex gold bugs index down 6.6% for the week
Answer:",No,"[Yes, No]",1,""
headlines25436,"Look for any references to future events concerning gold. In the context of gold, is there a Direction Constant implied in the news headline? Respond with Yes or No.
Text: amex gold bugs index down 6.6% for the week
Answer:",No,"[Yes, No]",1,""
headlines25437,"Look for any references to future events concerning gold. In the context of gold, is there a Direction Down implied in the news headline? Respond with Yes or No.
Text: amex gold bugs index down 6.6% for the week
Answer:",Yes,"[Yes, No]",0,""
headlines25438,"Look for any references to future events concerning gold. In the context of gold, is there a PastPrice implied in the news headline? Respond with Yes or No.
Text: amex gold bugs index down 6.6% for the week
Answer:",Yes,"[Yes, No]",0,""
headlines25439,"Look for any references to future events concerning gold. In the context of gold, is there a FuturePrice implied in the news headline? Respond with Yes or No.
Text: amex gold bugs index down 6.6% for the week
Answer:",No,"[Yes, No]",1,""
headlines25440,"Look for any references to future events concerning gold. In the context of gold, is there a PastNews implied in the news headline? Respond with Yes or No.
Text: amex gold bugs index down 6.6% for the week
Answer:",No,"[Yes, No]",1,""
headlines25441,"Look for any references to future events concerning gold. In the context of gold, is there a FutureNews implied in the news headline? Respond with Yes or No.
Text: amex gold bugs index down 6.6% for the week
Answer:",No,"[Yes, No]",1,""
headlines25442,"Look for any references to future events concerning gold. In the context of gold, is there a Asset Comparision implied in the news headline? Respond with Yes or No.
Text: amex gold bugs index down 6.6% for the week
Answer:",No,"[Yes, No]",1,""
headlines25443,"Consider whether the headline mentions the price of gold. Is the news headline discussing a Price or Not related to gold? Please respond with Yes or No.
Text: gold futures close at a 4-session low; copper at record high
Answer:",Yes,"[Yes, No]",0,""
headlines25444,"Consider whether the headline mentions the price of gold. Is the news headline discussing a Direction Up related to gold? Please respond with Yes or No.
Text: gold futures close at a 4-session low; copper at record high
Answer:",No,"[Yes, No]",1,""
headlines25445,"Consider whether the headline mentions the price of gold. Is the news headline discussing a Direction Constant related to gold? Please respond with Yes or No.
Text: gold futures close at a 4-session low; copper at record high
Answer:",No,"[Yes, No]",1,""
headlines25446,"Consider whether the headline mentions the price of gold. Is the news headline discussing a Direction Down related to gold? Please respond with Yes or No.
Text: gold futures close at a 4-session low; copper at record high
Answer:",Yes,"[Yes, No]",0,""
headlines25447,"Consider whether the headline mentions the price of gold. Is the news headline discussing a PastPrice related to gold? Please respond with Yes or No.
Text: gold futures close at a 4-session low; copper at record high
Answer:",Yes,"[Yes, No]",0,""
headlines25448,"Consider whether the headline mentions the price of gold. Is the news headline discussing a FuturePrice related to gold? Please respond with Yes or No.
Text: gold futures close at a 4-session low; copper at record high
Answer:",No,"[Yes, No]",1,""
headlines25449,"Consider whether the headline mentions the price of gold. Is the news headline discussing a PastNews related to gold? Please respond with Yes or No.
Text: gold futures close at a 4-session low; copper at record high
Answer:",No,"[Yes, No]",1,""
headlines25450,"Consider whether the headline mentions the price of gold. Is the news headline discussing a FutureNews related to gold? Please respond with Yes or No.
Text: gold futures close at a 4-session low; copper at record high
Answer:",No,"[Yes, No]",1,""
headlines25451,"Consider whether the headline mentions the price of gold. Is the news headline discussing a Asset Comparision related to gold? Please respond with Yes or No.
Text: gold futures close at a 4-session low; copper at record high
Answer:",Yes,"[Yes, No]",0,""
headlines25452,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a Price or Not in gold commodities? Please answer Yes or No.
Text: gold holds modest loss after ppi report
Answer:",Yes,"[Yes, No]",0,""
headlines25453,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a Direction Up in gold commodities? Please answer Yes or No.
Text: gold holds modest loss after ppi report
Answer:",No,"[Yes, No]",1,""
headlines25454,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a Direction Constant in gold commodities? Please answer Yes or No.
Text: gold holds modest loss after ppi report
Answer:",No,"[Yes, No]",1,""
headlines25455,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a Direction Down in gold commodities? Please answer Yes or No.
Text: gold holds modest loss after ppi report
Answer:",Yes,"[Yes, No]",0,""
headlines25456,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a PastPrice in gold commodities? Please answer Yes or No.
Text: gold holds modest loss after ppi report
Answer:",Yes,"[Yes, No]",0,""
headlines25457,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a FuturePrice in gold commodities? Please answer Yes or No.
Text: gold holds modest loss after ppi report
Answer:",No,"[Yes, No]",1,""
headlines25458,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a PastNews in gold commodities? Please answer Yes or No.
Text: gold holds modest loss after ppi report
Answer:",No,"[Yes, No]",1,""
headlines25459,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a FutureNews in gold commodities? Please answer Yes or No.
Text: gold holds modest loss after ppi report
Answer:",No,"[Yes, No]",1,""
headlines25460,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a Asset Comparision in gold commodities? Please answer Yes or No.
Text: gold holds modest loss after ppi report
Answer:",No,"[Yes, No]",1,""
headlines25461,"Look for indications that the price of gold is increasing. In the news headline, can you identify a Price or Not pertaining to gold? Your response should be Yes or No.
Text: dec. gold falls $7.10 to $588.30/oz in ny
Answer:",Yes,"[Yes, No]",0,""
headlines25462,"Look for indications that the price of gold is increasing. In the news headline, can you identify a Direction Up pertaining to gold? Your response should be Yes or No.
Text: dec. gold falls $7.10 to $588.30/oz in ny
Answer:",No,"[Yes, No]",1,""
headlines25463,"Look for indications that the price of gold is increasing. In the news headline, can you identify a Direction Constant pertaining to gold? Your response should be Yes or No.
Text: dec. gold falls $7.10 to $588.30/oz in ny
Answer:",No,"[Yes, No]",1,""
headlines25464,"Look for indications that the price of gold is increasing. In the news headline, can you identify a Direction Down pertaining to gold? Your response should be Yes or No.
Text: dec. gold falls $7.10 to $588.30/oz in ny
Answer:",Yes,"[Yes, No]",0,""
headlines25465,"Look for indications that the price of gold is increasing. In the news headline, can you identify a PastPrice pertaining to gold? Your response should be Yes or No.
Text: dec. gold falls $7.10 to $588.30/oz in ny
Answer:",Yes,"[Yes, No]",0,""
headlines25466,"Look for indications that the price of gold is increasing. In the news headline, can you identify a FuturePrice pertaining to gold? Your response should be Yes or No.
Text: dec. gold falls $7.10 to $588.30/oz in ny
Answer:",No,"[Yes, No]",1,""
headlines25467,"Look for indications that the price of gold is increasing. In the news headline, can you identify a PastNews pertaining to gold? Your response should be Yes or No.
Text: dec. gold falls $7.10 to $588.30/oz in ny
Answer:",No,"[Yes, No]",1,""
headlines25468,"Look for indications that the price of gold is increasing. In the news headline, can you identify a FutureNews pertaining to gold? Your response should be Yes or No.
Text: dec. gold falls $7.10 to $588.30/oz in ny
Answer:",No,"[Yes, No]",1,""
headlines25469,"Look for indications that the price of gold is increasing. In the news headline, can you identify a Asset Comparision pertaining to gold? Your response should be Yes or No.
Text: dec. gold falls $7.10 to $588.30/oz in ny
Answer:",No,"[Yes, No]",1,""
headlines25470,"Look for indications that the price of gold is increasing. In the news headline, can you identify a Price or Not pertaining to gold? Your response should be Yes or No.
Text: Gold adds slightly to early gains after PPI report
Answer:",Yes,"[Yes, No]",0,""
headlines25471,"Look for indications that the price of gold is increasing. In the news headline, can you identify a Direction Up pertaining to gold? Your response should be Yes or No.
Text: Gold adds slightly to early gains after PPI report
Answer:",Yes,"[Yes, No]",0,""
headlines25472,"Look for indications that the price of gold is increasing. In the news headline, can you identify a Direction Constant pertaining to gold? Your response should be Yes or No.
Text: Gold adds slightly to early gains after PPI report
Answer:",No,"[Yes, No]",1,""
headlines25473,"Look for indications that the price of gold is increasing. In the news headline, can you identify a Direction Down pertaining to gold? Your response should be Yes or No.
Text: Gold adds slightly to early gains after PPI report
Answer:",No,"[Yes, No]",1,""
headlines25474,"Look for indications that the price of gold is increasing. In the news headline, can you identify a PastPrice pertaining to gold? Your response should be Yes or No.
Text: Gold adds slightly to early gains after PPI report
Answer:",Yes,"[Yes, No]",0,""
headlines25475,"Look for indications that the price of gold is increasing. In the news headline, can you identify a FuturePrice pertaining to gold? Your response should be Yes or No.
Text: Gold adds slightly to early gains after PPI report
Answer:",No,"[Yes, No]",1,""
headlines25476,"Look for indications that the price of gold is increasing. In the news headline, can you identify a PastNews pertaining to gold? Your response should be Yes or No.
Text: Gold adds slightly to early gains after PPI report
Answer:",No,"[Yes, No]",1,""
headlines25477,"Look for indications that the price of gold is increasing. In the news headline, can you identify a FutureNews pertaining to gold? Your response should be Yes or No.
Text: Gold adds slightly to early gains after PPI report
Answer:",No,"[Yes, No]",1,""
headlines25478,"Look for indications that the price of gold is increasing. In the news headline, can you identify a Asset Comparision pertaining to gold? Your response should be Yes or No.
Text: Gold adds slightly to early gains after PPI report
Answer:",No,"[Yes, No]",1,""
headlines25479,"Look for any references to future events concerning gold. In the context of gold, is there a Price or Not implied in the news headline? Respond with Yes or No.
Text: spot gold up $2.20 at $940.30/troy ounce
Answer:",Yes,"[Yes, No]",0,""
headlines25480,"Look for any references to future events concerning gold. In the context of gold, is there a Direction Up implied in the news headline? Respond with Yes or No.
Text: spot gold up $2.20 at $940.30/troy ounce
Answer:",Yes,"[Yes, No]",0,""
headlines25481,"Look for any references to future events concerning gold. In the context of gold, is there a Direction Constant implied in the news headline? Respond with Yes or No.
Text: spot gold up $2.20 at $940.30/troy ounce
Answer:",No,"[Yes, No]",1,""
headlines25482,"Look for any references to future events concerning gold. In the context of gold, is there a Direction Down implied in the news headline? Respond with Yes or No.
Text: spot gold up $2.20 at $940.30/troy ounce
Answer:",No,"[Yes, No]",1,""
headlines25483,"Look for any references to future events concerning gold. In the context of gold, is there a PastPrice implied in the news headline? Respond with Yes or No.
Text: spot gold up $2.20 at $940.30/troy ounce
Answer:",Yes,"[Yes, No]",0,""
headlines25484,"Look for any references to future events concerning gold. In the context of gold, is there a FuturePrice implied in the news headline? Respond with Yes or No.
Text: spot gold up $2.20 at $940.30/troy ounce
Answer:",No,"[Yes, No]",1,""
headlines25485,"Look for any references to future events concerning gold. In the context of gold, is there a PastNews implied in the news headline? Respond with Yes or No.
Text: spot gold up $2.20 at $940.30/troy ounce
Answer:",No,"[Yes, No]",1,""
headlines25486,"Look for any references to future events concerning gold. In the context of gold, is there a FutureNews implied in the news headline? Respond with Yes or No.
Text: spot gold up $2.20 at $940.30/troy ounce
Answer:",No,"[Yes, No]",1,""
headlines25487,"Look for any references to future events concerning gold. In the context of gold, is there a Asset Comparision implied in the news headline? Respond with Yes or No.
Text: spot gold up $2.20 at $940.30/troy ounce
Answer:",No,"[Yes, No]",1,""
headlines25488,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a Price or Not in gold commodities? Please answer Yes or No.
Text: Gold down a third day on dollar strength, with inflation risk in focus
Answer:",Yes,"[Yes, No]",0,""
headlines25489,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a Direction Up in gold commodities? Please answer Yes or No.
Text: Gold down a third day on dollar strength, with inflation risk in focus
Answer:",No,"[Yes, No]",1,""
headlines25490,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a Direction Constant in gold commodities? Please answer Yes or No.
Text: Gold down a third day on dollar strength, with inflation risk in focus
Answer:",No,"[Yes, No]",1,""
headlines25491,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a Direction Down in gold commodities? Please answer Yes or No.
Text: Gold down a third day on dollar strength, with inflation risk in focus
Answer:",Yes,"[Yes, No]",0,""
headlines25492,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a PastPrice in gold commodities? Please answer Yes or No.
Text: Gold down a third day on dollar strength, with inflation risk in focus
Answer:",Yes,"[Yes, No]",0,""
headlines25493,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a FuturePrice in gold commodities? Please answer Yes or No.
Text: Gold down a third day on dollar strength, with inflation risk in focus
Answer:",No,"[Yes, No]",1,""
headlines25494,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a PastNews in gold commodities? Please answer Yes or No.
Text: Gold down a third day on dollar strength, with inflation risk in focus
Answer:",No,"[Yes, No]",1,""
headlines25495,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a FutureNews in gold commodities? Please answer Yes or No.
Text: Gold down a third day on dollar strength, with inflation risk in focus
Answer:",No,"[Yes, No]",1,""
headlines25496,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a Asset Comparision in gold commodities? Please answer Yes or No.
Text: Gold down a third day on dollar strength, with inflation risk in focus
Answer:",Yes,"[Yes, No]",0,""
headlines25497,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a Price or Not in gold commodities? Please answer Yes or No.
Text: 2017 is the year gold drops below $1,000
Answer:",Yes,"[Yes, No]",0,""
headlines25498,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a Direction Up in gold commodities? Please answer Yes or No.
Text: 2017 is the year gold drops below $1,000
Answer:",No,"[Yes, No]",1,""
headlines25499,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a Direction Constant in gold commodities? Please answer Yes or No.
Text: 2017 is the year gold drops below $1,000
Answer:",No,"[Yes, No]",1,""
headlines25500,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a Direction Down in gold commodities? Please answer Yes or No.
Text: 2017 is the year gold drops below $1,000
Answer:",Yes,"[Yes, No]",0,""
headlines25501,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a PastPrice in gold commodities? Please answer Yes or No.
Text: 2017 is the year gold drops below $1,000
Answer:",Yes,"[Yes, No]",0,""
headlines25502,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a FuturePrice in gold commodities? Please answer Yes or No.
Text: 2017 is the year gold drops below $1,000
Answer:",No,"[Yes, No]",1,""
headlines25503,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a PastNews in gold commodities? Please answer Yes or No.
Text: 2017 is the year gold drops below $1,000
Answer:",No,"[Yes, No]",1,""
headlines25504,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a FutureNews in gold commodities? Please answer Yes or No.
Text: 2017 is the year gold drops below $1,000
Answer:",No,"[Yes, No]",1,""
headlines25505,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a Asset Comparision in gold commodities? Please answer Yes or No.
Text: 2017 is the year gold drops below $1,000
Answer:",No,"[Yes, No]",1,""
headlines25506,"Look for any mention of future gold prices. Does the news headline suggest a Price or Not for gold? Your response should be Yes or No.
Text: gold prices dip as dollar holds up on higher us bond yields
Answer:",Yes,"[Yes, No]",0,""
headlines25507,"Look for any mention of future gold prices. Does the news headline suggest a Direction Up for gold? Your response should be Yes or No.
Text: gold prices dip as dollar holds up on higher us bond yields
Answer:",No,"[Yes, No]",1,""
headlines25508,"Look for any mention of future gold prices. Does the news headline suggest a Direction Constant for gold? Your response should be Yes or No.
Text: gold prices dip as dollar holds up on higher us bond yields
Answer:",No,"[Yes, No]",1,""
headlines25509,"Look for any mention of future gold prices. Does the news headline suggest a Direction Down for gold? Your response should be Yes or No.
Text: gold prices dip as dollar holds up on higher us bond yields
Answer:",Yes,"[Yes, No]",0,""
headlines25510,"Look for any mention of future gold prices. Does the news headline suggest a PastPrice for gold? Your response should be Yes or No.
Text: gold prices dip as dollar holds up on higher us bond yields
Answer:",Yes,"[Yes, No]",0,""
headlines25511,"Look for any mention of future gold prices. Does the news headline suggest a FuturePrice for gold? Your response should be Yes or No.
Text: gold prices dip as dollar holds up on higher us bond yields
Answer:",No,"[Yes, No]",1,""
headlines25512,"Look for any mention of future gold prices. Does the news headline suggest a PastNews for gold? Your response should be Yes or No.
Text: gold prices dip as dollar holds up on higher us bond yields
Answer:",No,"[Yes, No]",1,""
headlines25513,"Look for any mention of future gold prices. Does the news headline suggest a FutureNews for gold? Your response should be Yes or No.
Text: gold prices dip as dollar holds up on higher us bond yields
Answer:",No,"[Yes, No]",1,""
headlines25514,"Look for any mention of future gold prices. Does the news headline suggest a Asset Comparision for gold? Your response should be Yes or No.
Text: gold prices dip as dollar holds up on higher us bond yields
Answer:",Yes,"[Yes, No]",0,""
headlines25515,"Look for indications that the price of gold is increasing. In the news headline, can you identify a Price or Not pertaining to gold? Your response should be Yes or No.
Text: gold futures slip a bit further
Answer:",Yes,"[Yes, No]",0,""
headlines25516,"Look for indications that the price of gold is increasing. In the news headline, can you identify a Direction Up pertaining to gold? Your response should be Yes or No.
Text: gold futures slip a bit further
Answer:",No,"[Yes, No]",1,""
headlines25517,"Look for indications that the price of gold is increasing. In the news headline, can you identify a Direction Constant pertaining to gold? Your response should be Yes or No.
Text: gold futures slip a bit further
Answer:",No,"[Yes, No]",1,""
headlines25518,"Look for indications that the price of gold is increasing. In the news headline, can you identify a Direction Down pertaining to gold? Your response should be Yes or No.
Text: gold futures slip a bit further
Answer:",Yes,"[Yes, No]",0,""
headlines25519,"Look for indications that the price of gold is increasing. In the news headline, can you identify a PastPrice pertaining to gold? Your response should be Yes or No.
Text: gold futures slip a bit further
Answer:",Yes,"[Yes, No]",0,""
headlines25520,"Look for indications that the price of gold is increasing. In the news headline, can you identify a FuturePrice pertaining to gold? Your response should be Yes or No.
Text: gold futures slip a bit further
Answer:",No,"[Yes, No]",1,""
headlines25521,"Look for indications that the price of gold is increasing. In the news headline, can you identify a PastNews pertaining to gold? Your response should be Yes or No.
Text: gold futures slip a bit further
Answer:",No,"[Yes, No]",1,""
headlines25522,"Look for indications that the price of gold is increasing. In the news headline, can you identify a FutureNews pertaining to gold? Your response should be Yes or No.
Text: gold futures slip a bit further
Answer:",No,"[Yes, No]",1,""
headlines25523,"Look for indications that the price of gold is increasing. In the news headline, can you identify a Asset Comparision pertaining to gold? Your response should be Yes or No.
Text: gold futures slip a bit further
Answer:",No,"[Yes, No]",1,""
headlines25524,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a Price or Not in gold commodities? Please answer Yes or No.
Text: dec gold climbs $1.40 to $446.60/oz in ny
Answer:",Yes,"[Yes, No]",0,""
headlines25525,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a Direction Up in gold commodities? Please answer Yes or No.
Text: dec gold climbs $1.40 to $446.60/oz in ny
Answer:",Yes,"[Yes, No]",0,""
headlines25526,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a Direction Constant in gold commodities? Please answer Yes or No.
Text: dec gold climbs $1.40 to $446.60/oz in ny
Answer:",No,"[Yes, No]",1,""
headlines25527,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a Direction Down in gold commodities? Please answer Yes or No.
Text: dec gold climbs $1.40 to $446.60/oz in ny
Answer:",No,"[Yes, No]",1,""
headlines25528,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a PastPrice in gold commodities? Please answer Yes or No.
Text: dec gold climbs $1.40 to $446.60/oz in ny
Answer:",Yes,"[Yes, No]",0,""
headlines25529,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a FuturePrice in gold commodities? Please answer Yes or No.
Text: dec gold climbs $1.40 to $446.60/oz in ny
Answer:",No,"[Yes, No]",1,""
headlines25530,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a PastNews in gold commodities? Please answer Yes or No.
Text: dec gold climbs $1.40 to $446.60/oz in ny
Answer:",No,"[Yes, No]",1,""
headlines25531,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a FutureNews in gold commodities? Please answer Yes or No.
Text: dec gold climbs $1.40 to $446.60/oz in ny
Answer:",No,"[Yes, No]",1,""
headlines25532,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a Asset Comparision in gold commodities? Please answer Yes or No.
Text: dec gold climbs $1.40 to $446.60/oz in ny
Answer:",No,"[Yes, No]",1,""
headlines25533,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a Price or Not in gold commodities? Please answer Yes or No.
Text: Gold price eases on firm dollar ahead of central bank meetings
Answer:",Yes,"[Yes, No]",0,""
headlines25534,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a Direction Up in gold commodities? Please answer Yes or No.
Text: Gold price eases on firm dollar ahead of central bank meetings
Answer:",Yes,"[Yes, No]",0,""
headlines25535,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a Direction Constant in gold commodities? Please answer Yes or No.
Text: Gold price eases on firm dollar ahead of central bank meetings
Answer:",No,"[Yes, No]",1,""
headlines25536,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a Direction Down in gold commodities? Please answer Yes or No.
Text: Gold price eases on firm dollar ahead of central bank meetings
Answer:",No,"[Yes, No]",1,""
headlines25537,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a PastPrice in gold commodities? Please answer Yes or No.
Text: Gold price eases on firm dollar ahead of central bank meetings
Answer:",Yes,"[Yes, No]",0,""
headlines25538,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a FuturePrice in gold commodities? Please answer Yes or No.
Text: Gold price eases on firm dollar ahead of central bank meetings
Answer:",No,"[Yes, No]",1,""
headlines25539,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a PastNews in gold commodities? Please answer Yes or No.
Text: Gold price eases on firm dollar ahead of central bank meetings
Answer:",No,"[Yes, No]",1,""
headlines25540,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a FutureNews in gold commodities? Please answer Yes or No.
Text: Gold price eases on firm dollar ahead of central bank meetings
Answer:",No,"[Yes, No]",1,""
headlines25541,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a Asset Comparision in gold commodities? Please answer Yes or No.
Text: Gold price eases on firm dollar ahead of central bank meetings
Answer:",Yes,"[Yes, No]",0,""
headlines25542,"Look for any mention of future gold prices. Does the news headline suggest a Price or Not for gold? Your response should be Yes or No.
Text: Gold Rates: Prices move up today
Answer:",Yes,"[Yes, No]",0,""
headlines25543,"Look for any mention of future gold prices. Does the news headline suggest a Direction Up for gold? Your response should be Yes or No.
Text: Gold Rates: Prices move up today
Answer:",Yes,"[Yes, No]",0,""
headlines25544,"Look for any mention of future gold prices. Does the news headline suggest a Direction Constant for gold? Your response should be Yes or No.
Text: Gold Rates: Prices move up today
Answer:",No,"[Yes, No]",1,""
headlines25545,"Look for any mention of future gold prices. Does the news headline suggest a Direction Down for gold? Your response should be Yes or No.
Text: Gold Rates: Prices move up today
Answer:",No,"[Yes, No]",1,""
headlines25546,"Look for any mention of future gold prices. Does the news headline suggest a PastPrice for gold? Your response should be Yes or No.
Text: Gold Rates: Prices move up today
Answer:",Yes,"[Yes, No]",0,""
headlines25547,"Look for any mention of future gold prices. Does the news headline suggest a FuturePrice for gold? Your response should be Yes or No.
Text: Gold Rates: Prices move up today
Answer:",No,"[Yes, No]",1,""
headlines25548,"Look for any mention of future gold prices. Does the news headline suggest a PastNews for gold? Your response should be Yes or No.
Text: Gold Rates: Prices move up today
Answer:",No,"[Yes, No]",1,""
headlines25549,"Look for any mention of future gold prices. Does the news headline suggest a FutureNews for gold? Your response should be Yes or No.
Text: Gold Rates: Prices move up today
Answer:",No,"[Yes, No]",1,""
headlines25550,"Look for any mention of future gold prices. Does the news headline suggest a Asset Comparision for gold? Your response should be Yes or No.
Text: Gold Rates: Prices move up today
Answer:",No,"[Yes, No]",1,""
headlines25551,"Look for any references to future events concerning gold. In the context of gold, is there a Price or Not implied in the news headline? Respond with Yes or No.
Text: gold timers in denial
Answer:",No,"[Yes, No]",1,""
headlines25552,"Look for any references to future events concerning gold. In the context of gold, is there a Direction Up implied in the news headline? Respond with Yes or No.
Text: gold timers in denial
Answer:",No,"[Yes, No]",1,""
headlines25553,"Look for any references to future events concerning gold. In the context of gold, is there a Direction Constant implied in the news headline? Respond with Yes or No.
Text: gold timers in denial
Answer:",No,"[Yes, No]",1,""
headlines25554,"Look for any references to future events concerning gold. In the context of gold, is there a Direction Down implied in the news headline? Respond with Yes or No.
Text: gold timers in denial
Answer:",No,"[Yes, No]",1,""
headlines25555,"Look for any references to future events concerning gold. In the context of gold, is there a PastPrice implied in the news headline? Respond with Yes or No.
Text: gold timers in denial
Answer:",No,"[Yes, No]",1,""
headlines25556,"Look for any references to future events concerning gold. In the context of gold, is there a FuturePrice implied in the news headline? Respond with Yes or No.
Text: gold timers in denial
Answer:",No,"[Yes, No]",1,""
headlines25557,"Look for any references to future events concerning gold. In the context of gold, is there a PastNews implied in the news headline? Respond with Yes or No.
Text: gold timers in denial
Answer:",Yes,"[Yes, No]",0,""
headlines25558,"Look for any references to future events concerning gold. In the context of gold, is there a FutureNews implied in the news headline? Respond with Yes or No.
Text: gold timers in denial
Answer:",No,"[Yes, No]",1,""
headlines25559,"Look for any references to future events concerning gold. In the context of gold, is there a Asset Comparision implied in the news headline? Respond with Yes or No.
Text: gold timers in denial
Answer:",No,"[Yes, No]",1,""
headlines25560,"Look for indications that the price of gold is increasing. In the news headline, can you identify a Price or Not pertaining to gold? Your response should be Yes or No.
Text: Gold edges higher on softer dollar; focus on Jackson Hole conference
Answer:",Yes,"[Yes, No]",0,""
headlines25561,"Look for indications that the price of gold is increasing. In the news headline, can you identify a Direction Up pertaining to gold? Your response should be Yes or No.
Text: Gold edges higher on softer dollar; focus on Jackson Hole conference
Answer:",Yes,"[Yes, No]",0,""
headlines25562,"Look for indications that the price of gold is increasing. In the news headline, can you identify a Direction Constant pertaining to gold? Your response should be Yes or No.
Text: Gold edges higher on softer dollar; focus on Jackson Hole conference
Answer:",No,"[Yes, No]",1,""
headlines25563,"Look for indications that the price of gold is increasing. In the news headline, can you identify a Direction Down pertaining to gold? Your response should be Yes or No.
Text: Gold edges higher on softer dollar; focus on Jackson Hole conference
Answer:",No,"[Yes, No]",1,""
headlines25564,"Look for indications that the price of gold is increasing. In the news headline, can you identify a PastPrice pertaining to gold? Your response should be Yes or No.
Text: Gold edges higher on softer dollar; focus on Jackson Hole conference
Answer:",Yes,"[Yes, No]",0,""
headlines25565,"Look for indications that the price of gold is increasing. In the news headline, can you identify a FuturePrice pertaining to gold? Your response should be Yes or No.
Text: Gold edges higher on softer dollar; focus on Jackson Hole conference
Answer:",No,"[Yes, No]",1,""
headlines25566,"Look for indications that the price of gold is increasing. In the news headline, can you identify a PastNews pertaining to gold? Your response should be Yes or No.
Text: Gold edges higher on softer dollar; focus on Jackson Hole conference
Answer:",No,"[Yes, No]",1,""
headlines25567,"Look for indications that the price of gold is increasing. In the news headline, can you identify a FutureNews pertaining to gold? Your response should be Yes or No.
Text: Gold edges higher on softer dollar; focus on Jackson Hole conference
Answer:",No,"[Yes, No]",1,""
headlines25568,"Look for indications that the price of gold is increasing. In the news headline, can you identify a Asset Comparision pertaining to gold? Your response should be Yes or No.
Text: Gold edges higher on softer dollar; focus on Jackson Hole conference
Answer:",Yes,"[Yes, No]",0,""
headlines25569,"Consider if the headline compares gold with other assets. Does the news headline mention anything about a Price or Not in gold commodities? Please answer Yes or No.
Text: is gold finally a contrarian buy?
Answer:",Yes,"[Yes, No]",0,""
