id,query,answer,choices,gold,text
239,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 1.0, A2: 43.25, A3: 25.21, A4: 2.0, A5: 11.0, A6: 8.0, A7: 0.21, A8: 1.0, A9: 1.0, A10: 1.0, A11: 0.0, A12: 2.0, A13: 760.0, A14: 91.0. 
",bad,"[good, bad]",1,"The client has attributes: A1: 1.0, A2: 43.25, A3: 25.21, A4: 2.0, A5: 11.0, A6: 8.0, A7: 0.21, A8: 1.0, A9: 1.0, A10: 1.0, A11: 0.0, A12: 2.0, A13: 760.0, A14: 91.0."
240,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 0.0, A2: 27.25, A3: 0.29, A4: 2.0, A5: 7.0, A6: 8.0, A7: 0.125, A8: 0.0, A9: 1.0, A10: 1.0, A11: 1.0, A12: 2.0, A13: 272.0, A14: 109.0. 
",bad,"[good, bad]",1,"The client has attributes: A1: 0.0, A2: 27.25, A3: 0.29, A4: 2.0, A5: 7.0, A6: 8.0, A7: 0.125, A8: 0.0, A9: 1.0, A10: 1.0, A11: 1.0, A12: 2.0, A13: 272.0, A14: 109.0."
241,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 1.0, A2: 23.33, A3: 11.625, A4: 1.0, A5: 9.0, A6: 4.0, A7: 0.835, A8: 1.0, A9: 0.0, A10: 0.0, A11: 1.0, A12: 2.0, A13: 160.0, A14: 301.0. 
",good,"[good, bad]",0,"The client has attributes: A1: 1.0, A2: 23.33, A3: 11.625, A4: 1.0, A5: 9.0, A6: 4.0, A7: 0.835, A8: 1.0, A9: 0.0, A10: 0.0, A11: 1.0, A12: 2.0, A13: 160.0, A14: 301.0."
242,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 0.0, A2: 32.17, A3: 1.46, A4: 2.0, A5: 9.0, A6: 4.0, A7: 1.085, A8: 1.0, A9: 1.0, A10: 16.0, A11: 0.0, A12: 2.0, A13: 120.0, A14: 2080.0. 
",good,"[good, bad]",0,"The client has attributes: A1: 0.0, A2: 32.17, A3: 1.46, A4: 2.0, A5: 9.0, A6: 4.0, A7: 1.085, A8: 1.0, A9: 1.0, A10: 16.0, A11: 0.0, A12: 2.0, A13: 120.0, A14: 2080.0."
243,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 1.0, A2: 18.83, A3: 3.54, A4: 1.0, A5: 1.0, A6: 1.0, A7: 0.0, A8: 0.0, A9: 0.0, A10: 0.0, A11: 1.0, A12: 2.0, A13: 180.0, A14: 2.0. 
",bad,"[good, bad]",1,"The client has attributes: A1: 1.0, A2: 18.83, A3: 3.54, A4: 1.0, A5: 1.0, A6: 1.0, A7: 0.0, A8: 0.0, A9: 0.0, A10: 0.0, A11: 1.0, A12: 2.0, A13: 180.0, A14: 2.0."
244,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 1.0, A2: 21.5, A3: 11.5, A4: 2.0, A5: 3.0, A6: 4.0, A7: 0.5, A8: 1.0, A9: 0.0, A10: 0.0, A11: 1.0, A12: 2.0, A13: 100.0, A14: 69.0. 
",bad,"[good, bad]",1,"The client has attributes: A1: 1.0, A2: 21.5, A3: 11.5, A4: 2.0, A5: 3.0, A6: 4.0, A7: 0.5, A8: 1.0, A9: 0.0, A10: 0.0, A11: 1.0, A12: 2.0, A13: 100.0, A14: 69.0."
245,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 0.0, A2: 21.08, A3: 5.0, A4: 1.0, A5: 1.0, A6: 1.0, A7: 0.0, A8: 0.0, A9: 0.0, A10: 0.0, A11: 0.0, A12: 2.0, A13: 0.0, A14: 1.0. 
",bad,"[good, bad]",1,"The client has attributes: A1: 0.0, A2: 21.08, A3: 5.0, A4: 1.0, A5: 1.0, A6: 1.0, A7: 0.0, A8: 0.0, A9: 0.0, A10: 0.0, A11: 0.0, A12: 2.0, A13: 0.0, A14: 1.0."
246,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 0.0, A2: 41.0, A3: 2.04, A4: 1.0, A5: 11.0, A6: 8.0, A7: 0.125, A8: 1.0, A9: 1.0, A10: 23.0, A11: 1.0, A12: 2.0, A13: 455.0, A14: 1237.0. 
",good,"[good, bad]",0,"The client has attributes: A1: 0.0, A2: 41.0, A3: 2.04, A4: 1.0, A5: 11.0, A6: 8.0, A7: 0.125, A8: 1.0, A9: 1.0, A10: 23.0, A11: 1.0, A12: 2.0, A13: 455.0, A14: 1237.0."
247,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 1.0, A2: 42.0, A3: 9.79, A4: 2.0, A5: 14.0, A6: 8.0, A7: 7.96, A8: 1.0, A9: 1.0, A10: 8.0, A11: 0.0, A12: 2.0, A13: 0.0, A14: 1.0. 
",good,"[good, bad]",0,"The client has attributes: A1: 1.0, A2: 42.0, A3: 9.79, A4: 2.0, A5: 14.0, A6: 8.0, A7: 7.96, A8: 1.0, A9: 1.0, A10: 8.0, A11: 0.0, A12: 2.0, A13: 0.0, A14: 1.0."
248,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 1.0, A2: 31.25, A3: 2.835, A4: 2.0, A5: 1.0, A6: 1.0, A7: 0.0, A8: 0.0, A9: 1.0, A10: 5.0, A11: 0.0, A12: 2.0, A13: 176.0, A14: 147.0. 
",bad,"[good, bad]",1,"The client has attributes: A1: 1.0, A2: 31.25, A3: 2.835, A4: 2.0, A5: 1.0, A6: 1.0, A7: 0.0, A8: 0.0, A9: 1.0, A10: 5.0, A11: 0.0, A12: 2.0, A13: 176.0, A14: 147.0."
249,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 1.0, A2: 36.33, A3: 2.125, A4: 1.0, A5: 9.0, A6: 4.0, A7: 0.085, A8: 1.0, A9: 1.0, A10: 1.0, A11: 0.0, A12: 2.0, A13: 50.0, A14: 1188.0. 
",good,"[good, bad]",0,"The client has attributes: A1: 1.0, A2: 36.33, A3: 2.125, A4: 1.0, A5: 9.0, A6: 4.0, A7: 0.085, A8: 1.0, A9: 1.0, A10: 1.0, A11: 0.0, A12: 2.0, A13: 50.0, A14: 1188.0."
250,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 1.0, A2: 20.0, A3: 1.25, A4: 1.0, A5: 4.0, A6: 4.0, A7: 0.125, A8: 0.0, A9: 0.0, A10: 0.0, A11: 0.0, A12: 2.0, A13: 140.0, A14: 5.0. 
",bad,"[good, bad]",1,"The client has attributes: A1: 1.0, A2: 20.0, A3: 1.25, A4: 1.0, A5: 4.0, A6: 4.0, A7: 0.125, A8: 0.0, A9: 0.0, A10: 0.0, A11: 0.0, A12: 2.0, A13: 140.0, A14: 5.0."
251,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 1.0, A2: 52.5, A3: 6.5, A4: 2.0, A5: 4.0, A6: 4.0, A7: 6.29, A8: 1.0, A9: 1.0, A10: 15.0, A11: 0.0, A12: 2.0, A13: 0.0, A14: 11203.0. 
",good,"[good, bad]",0,"The client has attributes: A1: 1.0, A2: 52.5, A3: 6.5, A4: 2.0, A5: 4.0, A6: 4.0, A7: 6.29, A8: 1.0, A9: 1.0, A10: 15.0, A11: 0.0, A12: 2.0, A13: 0.0, A14: 11203.0."
252,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 1.0, A2: 44.33, A3: 0.5, A4: 2.0, A5: 3.0, A6: 8.0, A7: 5.0, A8: 1.0, A9: 0.0, A10: 0.0, A11: 1.0, A12: 2.0, A13: 320.0, A14: 1.0. 
",good,"[good, bad]",0,"The client has attributes: A1: 1.0, A2: 44.33, A3: 0.5, A4: 2.0, A5: 3.0, A6: 8.0, A7: 5.0, A8: 1.0, A9: 0.0, A10: 0.0, A11: 1.0, A12: 2.0, A13: 320.0, A14: 1.0."
253,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 1.0, A2: 32.25, A3: 14.0, A4: 1.0, A5: 1.0, A6: 1.0, A7: 0.0, A8: 0.0, A9: 1.0, A10: 2.0, A11: 0.0, A12: 2.0, A13: 160.0, A14: 2.0. 
",bad,"[good, bad]",1,"The client has attributes: A1: 1.0, A2: 32.25, A3: 14.0, A4: 1.0, A5: 1.0, A6: 1.0, A7: 0.0, A8: 0.0, A9: 1.0, A10: 2.0, A11: 0.0, A12: 2.0, A13: 160.0, A14: 2.0."
254,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 1.0, A2: 22.5, A3: 11.5, A4: 1.0, A5: 7.0, A6: 4.0, A7: 1.5, A8: 0.0, A9: 0.0, A10: 0.0, A11: 1.0, A12: 2.0, A13: 0.0, A14: 4001.0. 
",bad,"[good, bad]",1,"The client has attributes: A1: 1.0, A2: 22.5, A3: 11.5, A4: 1.0, A5: 7.0, A6: 4.0, A7: 1.5, A8: 0.0, A9: 0.0, A10: 0.0, A11: 1.0, A12: 2.0, A13: 0.0, A14: 4001.0."
255,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 1.0, A2: 27.83, A3: 4.0, A4: 1.0, A5: 3.0, A6: 8.0, A7: 5.75, A8: 1.0, A9: 1.0, A10: 2.0, A11: 1.0, A12: 2.0, A13: 75.0, A14: 1.0. 
",bad,"[good, bad]",1,"The client has attributes: A1: 1.0, A2: 27.83, A3: 4.0, A4: 1.0, A5: 3.0, A6: 8.0, A7: 5.75, A8: 1.0, A9: 1.0, A10: 2.0, A11: 1.0, A12: 2.0, A13: 75.0, A14: 1.0."
256,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 0.0, A2: 38.58, A3: 5.0, A4: 2.0, A5: 13.0, A6: 4.0, A7: 13.5, A8: 1.0, A9: 0.0, A10: 0.0, A11: 1.0, A12: 2.0, A13: 980.0, A14: 1.0. 
",bad,"[good, bad]",1,"The client has attributes: A1: 0.0, A2: 38.58, A3: 5.0, A4: 2.0, A5: 13.0, A6: 4.0, A7: 13.5, A8: 1.0, A9: 0.0, A10: 0.0, A11: 1.0, A12: 2.0, A13: 980.0, A14: 1.0."
257,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 0.0, A2: 25.25, A3: 13.5, A4: 1.0, A5: 1.0, A6: 1.0, A7: 2.0, A8: 0.0, A9: 1.0, A10: 1.0, A11: 1.0, A12: 2.0, A13: 200.0, A14: 2.0. 
",bad,"[good, bad]",1,"The client has attributes: A1: 0.0, A2: 25.25, A3: 13.5, A4: 1.0, A5: 1.0, A6: 1.0, A7: 2.0, A8: 0.0, A9: 1.0, A10: 1.0, A11: 1.0, A12: 2.0, A13: 200.0, A14: 2.0."
258,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 1.0, A2: 26.0, A3: 1.0, A4: 2.0, A5: 11.0, A6: 4.0, A7: 1.75, A8: 1.0, A9: 0.0, A10: 0.0, A11: 1.0, A12: 2.0, A13: 280.0, A14: 1.0. 
",good,"[good, bad]",0,"The client has attributes: A1: 1.0, A2: 26.0, A3: 1.0, A4: 2.0, A5: 11.0, A6: 4.0, A7: 1.75, A8: 1.0, A9: 0.0, A10: 0.0, A11: 1.0, A12: 2.0, A13: 280.0, A14: 1.0."
259,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 1.0, A2: 34.58, A3: 0.0, A4: 2.0, A5: 8.0, A6: 4.0, A7: 0.0, A8: 0.0, A9: 0.0, A10: 0.0, A11: 0.0, A12: 3.0, A13: 184.0, A14: 1.0. 
",bad,"[good, bad]",1,"The client has attributes: A1: 1.0, A2: 34.58, A3: 0.0, A4: 2.0, A5: 8.0, A6: 4.0, A7: 0.0, A8: 0.0, A9: 0.0, A10: 0.0, A11: 0.0, A12: 3.0, A13: 184.0, A14: 1.0."
260,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 0.0, A2: 22.92, A3: 11.585, A4: 2.0, A5: 13.0, A6: 4.0, A7: 0.04, A8: 1.0, A9: 0.0, A10: 0.0, A11: 0.0, A12: 2.0, A13: 80.0, A14: 1350.0. 
",good,"[good, bad]",0,"The client has attributes: A1: 0.0, A2: 22.92, A3: 11.585, A4: 2.0, A5: 13.0, A6: 4.0, A7: 0.04, A8: 1.0, A9: 0.0, A10: 0.0, A11: 0.0, A12: 2.0, A13: 80.0, A14: 1350.0."
261,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 1.0, A2: 64.08, A3: 20.0, A4: 2.0, A5: 14.0, A6: 8.0, A7: 17.5, A8: 1.0, A9: 1.0, A10: 9.0, A11: 1.0, A12: 2.0, A13: 0.0, A14: 1001.0. 
",good,"[good, bad]",0,"The client has attributes: A1: 1.0, A2: 64.08, A3: 20.0, A4: 2.0, A5: 14.0, A6: 8.0, A7: 17.5, A8: 1.0, A9: 1.0, A10: 9.0, A11: 1.0, A12: 2.0, A13: 0.0, A14: 1001.0."
262,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 1.0, A2: 27.75, A3: 1.29, A4: 2.0, A5: 4.0, A6: 8.0, A7: 0.25, A8: 0.0, A9: 0.0, A10: 0.0, A11: 1.0, A12: 1.0, A13: 140.0, A14: 1.0. 
",bad,"[good, bad]",1,"The client has attributes: A1: 1.0, A2: 27.75, A3: 1.29, A4: 2.0, A5: 4.0, A6: 8.0, A7: 0.25, A8: 0.0, A9: 0.0, A10: 0.0, A11: 1.0, A12: 1.0, A13: 140.0, A14: 1.0."
263,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 0.0, A2: 34.83, A3: 1.25, A4: 1.0, A5: 3.0, A6: 8.0, A7: 0.5, A8: 0.0, A9: 0.0, A10: 0.0, A11: 1.0, A12: 2.0, A13: 160.0, A14: 1.0. 
",bad,"[good, bad]",1,"The client has attributes: A1: 0.0, A2: 34.83, A3: 1.25, A4: 1.0, A5: 3.0, A6: 8.0, A7: 0.5, A8: 0.0, A9: 0.0, A10: 0.0, A11: 1.0, A12: 2.0, A13: 160.0, A14: 1.0."
264,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 0.0, A2: 49.0, A3: 1.5, A4: 2.0, A5: 5.0, A6: 3.0, A7: 0.0, A8: 1.0, A9: 0.0, A10: 0.0, A11: 1.0, A12: 2.0, A13: 100.0, A14: 28.0. 
",bad,"[good, bad]",1,"The client has attributes: A1: 0.0, A2: 49.0, A3: 1.5, A4: 2.0, A5: 5.0, A6: 3.0, A7: 0.0, A8: 1.0, A9: 0.0, A10: 0.0, A11: 1.0, A12: 2.0, A13: 100.0, A14: 28.0."
265,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 0.0, A2: 22.25, A3: 1.25, A4: 1.0, A5: 1.0, A6: 1.0, A7: 3.25, A8: 0.0, A9: 0.0, A10: 0.0, A11: 0.0, A12: 2.0, A13: 280.0, A14: 1.0. 
",bad,"[good, bad]",1,"The client has attributes: A1: 0.0, A2: 22.25, A3: 1.25, A4: 1.0, A5: 1.0, A6: 1.0, A7: 3.25, A8: 0.0, A9: 0.0, A10: 0.0, A11: 0.0, A12: 2.0, A13: 280.0, A14: 1.0."
266,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 1.0, A2: 48.08, A3: 6.04, A4: 2.0, A5: 4.0, A6: 4.0, A7: 0.04, A8: 0.0, A9: 0.0, A10: 0.0, A11: 0.0, A12: 2.0, A13: 0.0, A14: 2691.0. 
",good,"[good, bad]",0,"The client has attributes: A1: 1.0, A2: 48.08, A3: 6.04, A4: 2.0, A5: 4.0, A6: 4.0, A7: 0.04, A8: 0.0, A9: 0.0, A10: 0.0, A11: 0.0, A12: 2.0, A13: 0.0, A14: 2691.0."
267,"Assess the creditworthiness of a customer using the following table attributes for financial status. Respond with either 'good' or 'bad'. And all the table attribute names including 8 categorical attributes and 6 numerical attributes and values have been changed to meaningless symbols to protect confidentiality of the data. For instance, 'The client has attributes: A1: 0, A2: 21.67, A3: 11.5, A4: 1, A5: 5, A6: 3, A7: 0, A8: 1, A9: 1, A10: 11, A11: 1, A12: 2, A13: 0, A14: 1.', should be classified as 'good'. 
 Text: The client has attributes: A1: 1.0, A2: 42.08, A3: 1.04, A4: 2.0, A5: 9.0, A6: 4.0, A7: 5.0, A8: 1.0, A9: 1.0, A10: 6.0, A11: 1.0, A12: 2.0, A13: 500.0, A14: 10001.0. 
",good,"[good, bad]",0,"The client has attributes: A1: 1.0, A2: 42.08, A3: 1.04, A4: 2.0, A5: 9.0, A6: 4.0, A7: 5.0, A8: 1.0, A9: 1.0, A10: 6.0, A11: 1.0, A12: 2.0, A13: 500.0, A14: 10001.0."
