query,answer,label,text
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: "" Cash Equivalents "" are ( a ) marketable direct obligations issued or unconditionally guaranteed by the United States or any agency or any State thereof having maturities of not more than one ( 1 ) year from the date of acquisition ; ( b ) commercial paper maturing no more than one ( 1 ) year after its creation and having the highest rating from either Standard & Poor ' s Ratings Group or Moody ' s Investors Service , Inc ., and ( c ) Agent ' s certificates of deposit issued maturing no more than one ( 1 ) year after issue .
Answer:","United States, LOC","[O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-LOC, I-LOC, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]",""" Cash Equivalents "" are ( a ) marketable direct obligations issued or unconditionally guaranteed by the United States or any agency or any State thereof having maturities of not more than one ( 1 ) year from the date of acquisition ; ( b ) commercial paper maturing no more than one ( 1 ) year after its creation and having the highest rating from either Standard & Poor ' s Ratings Group or Moody ' s Investors Service , Inc ., and ( c ) Agent ' s certificates of deposit issued maturing no more than one ( 1 ) year after issue ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: "" Code "" is the Uniform Commercial Code , as the same may , from time to time , be enacted and in effect in the Commonwealth of Massachusetts ; provided , that , to the extent that the Code is used to define any term herein or in any Loan Document and such term is defined differently in different Articles or Divisions of the Code , the definition of such term contained in Article or Division 9 shall govern ; provided further , that in the event that , by reason of mandatory provisions of law , any or all of the attachment , perfection , or priority of , or remedies with respect to , Agent ' s and Lenders ' Lien on any Collateral is governed by the Uniform Commercial Code in effect in a jurisdiction other than the Commonwealth of Massachusetts , the term "" Code "" shall mean the Uniform Commercial Code as enacted and in effect in such other jurisdiction solely for purposes on the provisions thereof relating to such attachment , perfection , priority , or remedies and for purposes of definitions relating to such provisions .
Answer:","Commonwealth of Massachusetts, LOC
Commonwealth of Massachusetts, LOC","[O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-LOC, I-LOC, I-LOC, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-LOC, I-LOC, I-LOC, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]",""" Code "" is the Uniform Commercial Code , as the same may , from time to time , be enacted and in effect in the Commonwealth of Massachusetts ; provided , that , to the extent that the Code is used to define any term herein or in any Loan Document and such term is defined differently in different Articles or Divisions of the Code , the definition of such term contained in Article or Division 9 shall govern ; provided further , that in the event that , by reason of mandatory provisions of law , any or all of the attachment , perfection , or priority of , or remedies with respect to , Agent ' s and Lenders ' Lien on any Collateral is governed by the Uniform Commercial Code in effect in a jurisdiction other than the Commonwealth of Massachusetts , the term "" Code "" shall mean the Uniform Commercial Code as enacted and in effect in such other jurisdiction solely for purposes on the provisions thereof relating to such attachment , perfection , priority , or remedies and for purposes of definitions relating to such provisions ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: "" Collateral "" is any and all properties , rights and assets of Borrower described on Exhibit A .
Answer:","Borrower, PER","[O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O]",""" Collateral "" is any and all properties , rights and assets of Borrower described on Exhibit A ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: "" Commitment "" is the outstanding amount of Obligations based on each Lender ' s Commitment Percentage .
Answer:","Lender, PER","[O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O]",""" Commitment "" is the outstanding amount of Obligations based on each Lender ' s Commitment Percentage ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: "" Control Agreement "" is any control agreement entered into among the depository institution at which Borrower maintains a Deposit Account or the securities intermediary or commodity intermediary at which Borrower maintains a Securities Account or a Commodity Account , Borrower , and Agent pursuant to which Agent obtains control for the benefit of Lenders ( within the meaning of the Code ) over such Deposit Account , Securities Account , or Commodity Account .
Answer:","Borrower, PER
Borrower, PER
Borrower, PER","[O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]",""" Control Agreement "" is any control agreement entered into among the depository institution at which Borrower maintains a Deposit Account or the securities intermediary or commodity intermediary at which Borrower maintains a Securities Account or a Commodity Account , Borrower , and Agent pursuant to which Agent obtains control for the benefit of Lenders ( within the meaning of the Code ) over such Deposit Account , Securities Account , or Commodity Account ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: "" Credit Extension "" is any Term Loan , or any other extension of credit by Lenders for Borrower ' s benefit .
Answer:","Borrower, PER","[O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O]",""" Credit Extension "" is any Term Loan , or any other extension of credit by Lenders for Borrower ' s benefit ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: "" Designated Deposit Account "" is Borrower ' s deposit account , account number maintained with Agent .
Answer:","Borrower, PER","[O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O]",""" Designated Deposit Account "" is Borrower ' s deposit account , account number maintained with Agent ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: "" Dollars ,"" "" dollars "" and ""$"" each mean lawful money of the United States .
Answer:","United States, LOC","[O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-LOC, I-LOC, O]",""" Dollars ,"" "" dollars "" and ""$"" each mean lawful money of the United States ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: "" ERISA "" is the Employee Retirement Income Security Act of 1974 , and its regulations .
Answer:","ERISA, ORG","[O, B-ORG, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]",""" ERISA "" is the Employee Retirement Income Security Act of 1974 , and its regulations ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: "" Funding Date "" is any date on which a Credit Extension is made to or on account of Borrower which shall be a Business Day .
Answer:","Borrower, PER","[O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O]",""" Funding Date "" is any date on which a Credit Extension is made to or on account of Borrower which shall be a Business Day ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: "" GAAP "" is generally accepted accounting principles set forth in the opinions and pronouncements of the Accounting Principles Board of the American Institute of Certified Public Accountants and statements and pronouncements of the Financial Accounting Standards Board or in such other statements by such other Person as may be approved by a significant segment of the accounting profession , which are applicable to the circumstances as of the date of determination .
Answer:","Accounting Principles Board, ORG
American Institute of Certified Public Accountants, ORG
Financial Accounting Standards Board, ORG","[O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-ORG, I-ORG, I-ORG, O, O, B-ORG, I-ORG, I-ORG, I-ORG, I-ORG, I-ORG, O, O, O, O, O, O, B-ORG, I-ORG, I-ORG, I-ORG, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]",""" GAAP "" is generally accepted accounting principles set forth in the opinions and pronouncements of the Accounting Principles Board of the American Institute of Certified Public Accountants and statements and pronouncements of the Financial Accounting Standards Board or in such other statements by such other Person as may be approved by a significant segment of the accounting profession , which are applicable to the circumstances as of the date of determination ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: "" Gold Hill "" is defined in the preamble hereof .
Answer:","Gold Hill, LOC","[O, B-LOC, I-LOC, O, O, O, O, O, O, O, O]",""" Gold Hill "" is defined in the preamble hereof ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: "" IL Subsidiary "" means , Vringo ( Israel ) Ltd . "" Indebtedness "" is ( a ) indebtedness for borrowed money or the deferred price of property or services , such as reimbursement and other obligations for surety bonds and letters of credit , ( b ) obligations evidenced by notes , bonds , debentures or similar instruments , ( c ) capital lease obligations , and ( d ) Contingent Obligations .
Answer:","Vringo, ORG
Israel, LOC","[O, O, O, O, O, O, B-ORG, O, B-LOC, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]",""" IL Subsidiary "" means , Vringo ( Israel ) Ltd . "" Indebtedness "" is ( a ) indebtedness for borrowed money or the deferred price of property or services , such as reimbursement and other obligations for surety bonds and letters of credit , ( b ) obligations evidenced by notes , bonds , debentures or similar instruments , ( c ) capital lease obligations , and ( d ) Contingent Obligations ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: "" Insolvency Proceeding "" is any proceeding by or against any Person under the United States Bankruptcy Code , or any other bankruptcy or insolvency law , including assignments for the benefit of creditors , compositions , extensions generally with its creditors , or proceedings seeking reorganization , arrangement , or other relief .
Answer:","United States, LOC","[O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-LOC, I-LOC, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]",""" Insolvency Proceeding "" is any proceeding by or against any Person under the United States Bankruptcy Code , or any other bankruptcy or insolvency law , including assignments for the benefit of creditors , compositions , extensions generally with its creditors , or proceedings seeking reorganization , arrangement , or other relief ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: "" Inventory "" is all "" inventory "" as defined in the Code in effect on the date hereof with such additions to such term as may hereafter be made , and includes without limitation all merchandise , raw materials , parts , supplies , packing and shipping materials , work in process and finished products , including without limitation such inventory as is temporarily out of Borrower ' s custody or possession or in transit and including any returned goods and any documents of title representing any of the above .
Answer:","Borrower, PER","[O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]",""" Inventory "" is all "" inventory "" as defined in the Code in effect on the date hereof with such additions to such term as may hereafter be made , and includes without limitation all merchandise , raw materials , parts , supplies , packing and shipping materials , work in process and finished products , including without limitation such inventory as is temporarily out of Borrower ' s custody or possession or in transit and including any returned goods and any documents of title representing any of the above ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: "" Key Person "" is the Borrower ' s Chief Executive Officer , who is Jonathan Medved as of the Effective Date .
Answer:","Borrower, PER
Jonathan Medved, PER","[O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, B-PER, I-PER, O, O, O, O, O, O]",""" Key Person "" is the Borrower ' s Chief Executive Officer , who is Jonathan Medved as of the Effective Date ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: "" Lender "" is any one of the Lenders .
Answer:","Lender, PER","[O, B-PER, O, O, O, O, O, O, O, O]",""" Lender "" is any one of the Lenders ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: "" Lenders ' Expenses "" are all documented audit fees and expenses , costs , and expenses ( including reasonable documented attorneys ' fees and expenses ) of Agent and Lenders for preparing , negotiating , administering , defending and enforcing the Loan Documents ( including , without limitation , those incurred in connection with appeals or Insolvency Proceedings ) or otherwise incurred with respect to Borrower .
Answer:","Borrower, PER","[O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O]",""" Lenders ' Expenses "" are all documented audit fees and expenses , costs , and expenses ( including reasonable documented attorneys ' fees and expenses ) of Agent and Lenders for preparing , negotiating , administering , defending and enforcing the Loan Documents ( including , without limitation , those incurred in connection with appeals or Insolvency Proceedings ) or otherwise incurred with respect to Borrower ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: "" Loan Documents "" are , collectively , this Agreement , the Warrant , the Perfection Certificate , any note , or notes or guaranties executed by Borrower , and any other present or future agreement for the benefit of Agent and / or Lenders in connection with this Agreement , all as amended , restated , or otherwise modified .
Answer:","Borrower, PER","[O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]",""" Loan Documents "" are , collectively , this Agreement , the Warrant , the Perfection Certificate , any note , or notes or guaranties executed by Borrower , and any other present or future agreement for the benefit of Agent and / or Lenders in connection with this Agreement , all as amended , restated , or otherwise modified ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: 1 "" means Borrower provides Agent with evidence that either of the following has occurred : ( a ) the completion of two ( 2 ) trials with two ( 2 ) large mobile telephone carriers with at least one ( 1 ) carrier service launched ; or ( b ) registration of at least fifty thousand ( 50 , 000 ) users .
Answer:","Borrower, PER","[O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]","1 "" means Borrower provides Agent with evidence that either of the following has occurred : ( a ) the completion of two ( 2 ) trials with two ( 2 ) large mobile telephone carriers with at least one ( 1 ) carrier service launched ; or ( b ) registration of at least fifty thousand ( 50 , 000 ) users ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: 2 "" means Borrower provides Agent with evidence that either of the following has occurred : ( a ) the completion of four ( 4 ) trials with four ( 4 ) large mobile telephone carriers with at least two ( 2 ) carrier services launched ; or ( b ) registration of at least three hundred thousand ( 300 , 000 ) users .
Answer:","Borrower, PER","[O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O]","2 "" means Borrower provides Agent with evidence that either of the following has occurred : ( a ) the completion of four ( 4 ) trials with four ( 4 ) large mobile telephone carriers with at least two ( 2 ) carrier services launched ; or ( b ) registration of at least three hundred thousand ( 300 , 000 ) users ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: "" Obligations "" are Borrower ' s obligation to pay when due any debts , principal , interest , Lenders ' Expenses , the Final Payment and other amounts Borrower owes Agent and / or Lenders now or later , whether under this Agreement , the Loan Documents , or otherwise , including , without limitation , all obligations relating to letters of credit ( including reimbursement obligations for drawn and undrawn letters of credit ), cash management services , and foreign exchange contracts , if any , and including interest accruing after Insolvency Proceedings begin and debts , liabilities , or obligations of Borrower assigned to Agent and / or Lenders , and the performance of Borrower ' s duties under the Loan Documents .
Answer:","Borrower, PER
Borrower, PER
Borrower, PER
Borrower, PER","[O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O]",""" Obligations "" are Borrower ' s obligation to pay when due any debts , principal , interest , Lenders ' Expenses , the Final Payment and other amounts Borrower owes Agent and / or Lenders now or later , whether under this Agreement , the Loan Documents , or otherwise , including , without limitation , all obligations relating to letters of credit ( including reimbursement obligations for drawn and undrawn letters of credit ), cash management services , and foreign exchange contracts , if any , and including interest accruing after Insolvency Proceedings begin and debts , liabilities , or obligations of Borrower assigned to Agent and / or Lenders , and the performance of Borrower ' s duties under the Loan Documents ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: Notwithstanding the foregoing , the term "" Obligations "" shall not include any of Borrower ' s obligations under any Warrant issued to Lenders .
Answer:","Borrower, PER","[O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O]","Notwithstanding the foregoing , the term "" Obligations "" shall not include any of Borrower ' s obligations under any Warrant issued to Lenders ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: "" Permitted Indebtedness "" is : ( a ) Borrower ' s Indebtedness to Lenders under this Agreement and the other Loan Documents ; ( b ) Indebtedness existing on the Effective Date and shown on the Perfection Certificate ; ( c ) Subordinated Debt ; ( d ) unsecured Indebtedness to trade creditors and with respect to surety bonds and similar obligations incurred in the ordinary course of business ; ( e ) Indebtedness incurred as a result of endorsing negotiable instruments received in the ordinary course of business ; ( f ) Indebtedness secured by Permitted Liens ; ( g ) Inter - company Indebtedness that otherwise constitutes an Investment allowed under clause ( a ) and ( f ) of Permitted Investments ; ( h ) other Indebtedness in an aggregate amount not to exceed Fifty Thousand Dollars ($ 50 , 000 ) in the aggregate in any fiscal year ; and ( i ) extensions , refinancings , modifications , amendments and restatements of any items of Permitted Indebtedness ( a ) through ( h ) above , provided that the principal amount thereof is not increased or the terms thereof are not modified to impose more burdensome terms upon Borrower or its Subsidiary , as the case may be .
Answer:","Borrower, PER
Borrower, PER","[O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O]",""" Permitted Indebtedness "" is : ( a ) Borrower ' s Indebtedness to Lenders under this Agreement and the other Loan Documents ; ( b ) Indebtedness existing on the Effective Date and shown on the Perfection Certificate ; ( c ) Subordinated Debt ; ( d ) unsecured Indebtedness to trade creditors and with respect to surety bonds and similar obligations incurred in the ordinary course of business ; ( e ) Indebtedness incurred as a result of endorsing negotiable instruments received in the ordinary course of business ; ( f ) Indebtedness secured by Permitted Liens ; ( g ) Inter - company Indebtedness that otherwise constitutes an Investment allowed under clause ( a ) and ( f ) of Permitted Investments ; ( h ) other Indebtedness in an aggregate amount not to exceed Fifty Thousand Dollars ($ 50 , 000 ) in the aggregate in any fiscal year ; and ( i ) extensions , refinancings , modifications , amendments and restatements of any items of Permitted Indebtedness ( a ) through ( h ) above , provided that the principal amount thereof is not increased or the terms thereof are not modified to impose more burdensome terms upon Borrower or its Subsidiary , as the case may be ."
"In the sentences extracted from financial agreements in U.S. SEC filings, identify the named entities that represent a person ('PER'), an organization ('ORG'), or a location ('LOC'). The required answer format is: 'entity name, entity type'.
Text: "" Permitted Investments "" are : ( a ) Investments shown on the Perfection Certificate and existing on the Effective Date ( b ) Cash Equivalents and ( ii ) any Investments permitted by Borrower ' s investment policy , as amended from time to time , provided that such investment policy ( and any such amendment thereto ) has been approved by Agent ; ( c ) Investments consisting of the endorsement of negotiable instruments for deposit or collection or similar transactions in the ordinary course of Borrower ;
Answer:","Borrower, PER
Borrower, PER","[O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-PER, O]",""" Permitted Investments "" are : ( a ) Investments shown on the Perfection Certificate and existing on the Effective Date ( b ) Cash Equivalents and ( ii ) any Investments permitted by Borrower ' s investment policy , as amended from time to time , provided that such investment policy ( and any such amendment thereto ) has been approved by Agent ; ( c ) Investments consisting of the endorsement of negotiable instruments for deposit or collection or similar transactions in the ordinary course of Borrower ;"
